vertices,edges,avg_dynamic_iterations,avg_re_matroid_iterations,avg_dynamic_time,avg_re_matroid_time,avg_re_edmonds_time
100,2078,5.0,7.0,0.048,0.101,0.108
200,4080,7.0,7.0,0.161,0.202,0.324
300,6292,5.667,22.0,0.298,1.302,1.605
400,8350,4.0,10.0,0.314,0.993,1.904
500,10359,5.0,20.0,0.475,2.757,2.326
600,12507,4.0,7.0,0.52,1.186,0.453
700,14731,4.667,13.0,0.603,2.298,4.421
800,16717,5.0,7.0,0.92,1.658,0.519
900,18829,4.667,6.0,1.111,1.872,6.28
1000,21289,5.333,17.667,1.534,6.685,8.788
