vertices,edges,avg_dynamic_iterations,avg_re_matroid_iterations,avg_dynamic_time,avg_re_matroid_time,avg_re_edmonds_time
100,2078,2.333,7.667,0.024,0.108,0.147
200,4080,2.0,7.0,0.043,0.204,0.326
300,6292,1.667,21.0,0.068,1.272,1.27
400,8350,2.0,10.0,0.155,1.017,1.929
500,10359,2.0,23.667,0.174,3.355,2.24
600,12507,3.333,9.0,0.468,1.537,0.513
700,14731,2.0,13.0,0.247,2.367,4.385
800,16717,1.667,8.0,0.268,1.94,0.551
900,18829,2.0,6.0,0.447,1.877,6.01
1000,21289,2.0,20.0,0.539,7.701,8.829
